fetched_at,station_id,lat,lon,temperature,humidity,pressure,rain_60min,rain_24h,wind_strength,wind_angle,gust_strength,gust_angle
2026-02-17T09:00:28Z,70:ee:50:b5:10:18,44.708653,-73.020244,-0.1,71,1015.1,,,,,,
2026-02-17T09:00:28Z,70:ee:50:84:7f:00,44.83374,-72.59283,0.1,73,1012.1,,,,,,
2026-02-17T09:00:28Z,70:ee:50:13:6c:30,44.939432,-72.626538,-0.7,89,1007.9,,,,,,
2026-02-17T09:00:28Z,70:ee:50:13:84:08,44.974119,-72.651164,-1.1,91,1016.9,,,,,,
2026-02-17T09:00:28Z,70:ee:50:71:3b:a2,45.022137,-72.79827,-0.6,86,1012.5,0,0,2,90,3,122
2026-02-17T09:00:28Z,70:ee:50:12:5b:38,45.032926,-73.027474,1.2,81,1014.8,,,,,,
2026-02-17T09:00:28Z,70:ee:50:b4:e9:f2,45.0422147,-72.7919003,1,67,1013.9,,,,,,
2026-02-17T09:00:28Z,70:ee:50:71:52:d4,44.300539,-72.58766,-5.2,89,1017.1,0,0,,,,
2026-02-17T09:00:28Z,70:ee:50:3f:6b:74,44.301497,-72.584812,-5.1,82,1016,,,,,,
2026-02-17T09:00:28Z,70:ee:50:71:61:34,44.387109,-72.96381,-1.1,77,1015.5,0,0,,,,
2026-02-17T09:00:28Z,70:ee:50:05:bc:8e,44.4106673887303,-72.7171471312828,-2.7,86,1011.8,,,,,,
2026-02-17T09:00:28Z,70:ee:50:64:fb:60,44.44159,-72.98776,0.1,79,1011.1,0,0,,,,
2026-02-17T09:00:28Z,70:ee:50:84:5c:52,44.437529,-72.659034,-2.8,82,1013,0,0,,,,
2026-02-17T09:00:28Z,70:ee:50:ab:cb:e2,44.48615,-73.1129,-1.4,77,1015,,,4,359,6,359
2026-02-17T09:00:28Z,70:ee:50:bc:d1:3a,44.486268,-72.703658,-1.2,72,1016.2,,,,,,
2026-02-17T09:00:28Z,70:ee:50:6b:87:0c,44.502233,-72.969099,3.1,46,1024.3,,,,,,
2026-02-17T09:00:28Z,70:ee:50:b5:1d:5e,44.496351,-72.658282,-3.3,84,1016.8,0,0,,,,
2026-02-17T09:00:28Z,70:ee:50:13:6c:62,44.595425,-72.835776,-0.7,92,1010.6,0,0,1,90,3,100
2026-02-17T09:00:28Z,70:ee:50:20:d7:16,44.678234,-72.710889,-1.8,81,1012.9,0,0,,,,
2026-02-17T09:00:28Z,70:ee:50:65:14:ce,44.699931,-73.565654,-1.9,87,1014.8,0,0,1,270,3,359
2026-02-17T09:00:28Z,70:ee:50:71:41:0e,44.699477,-73.381887,0,75,1014.9,,,,,,
2026-02-17T09:00:28Z,70:ee:50:20:dd:0a,44.3559938601221,-73.2480588745869,1.4,66,1012,,,,,,
2026-02-17T09:00:28Z,70:ee:50:03:67:38,44.416844,-73.183993,1,63,1017.5,,,,,,
2026-02-17T09:00:28Z,70:ee:50:03:9a:38,44.4829,-73.2253,-1,80,994,0,0,4,65,10,145
2026-02-17T09:00:28Z,70:ee:50:05:cc:50,44.5067555504334,-73.2538517285821,0.3,71,1011.4,,,,,,
